
-----1  

SVM,VCRUZADAPROCESAMIENTO1,Tiempo,462.49424934387207,K-folds,3,NumTextos,-1
1,0.8266666666666667,0.7133333333333334,0.68,26.666666666666668
accuracy,-,-,0.7266666666666667,63.333333333333336
macro avg,0.8366666666666666,0.7266666666666667,0.69,63.333333333333336
weighted avg,0.84,0.7266666666666667,0.69,63.333333333333336


BERT-BASE-MULTILINGUAL-CASED,VCRUZADAPROCESAMIENTO2,Tiempo,6841.5888504981995,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,0.5966666666666667,1.0,0.7466666666666667,36.666666666666664
1,0.3333333333333333,0.06333333333333334,0.10666666666666667,26.666666666666668
accuracy,-,-,0.6066666666666666,63.333333333333336
macro avg,0.4666666666666666,0.5333333333333333,0.4266666666666667,63.333333333333336
weighted avg,0.4833333333333334,0.6066666666666666,0.4766666666666666,63.333333333333336

-----3

SVM,VCRUZADAPROCESAMIENTO3,Tiempo,110.71968221664429,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,0.9833333333333334,0.9899999999999999,0.9866666666666667,36.666666666666664
1,0.9866666666666667,0.9766666666666667,0.98,26.666666666666668
accuracy,-,-,0.9833333333333334,63.333333333333336
macro avg,0.9833333333333334,0.9833333333333334,0.9833333333333334,63.333333333333336
weighted avg,0.9833333333333334,0.9833333333333334,0.9833333333333334,63.333333333333336


NAIVE,VCRUZADAPROCESAMIENTO3,Tiempo,104.49898099899292,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,1.0,0.9566666666666667,0.9766666666666666,36.666666666666664
1,0.9433333333333334,1.0,0.9700000000000001,26.666666666666668
accuracy,-,-,0.9733333333333333,63.333333333333336
macro avg,0.9700000000000001,0.9766666666666666,0.9733333333333333,63.333333333333336
weighted avg,0.9766666666666666,0.9733333333333333,0.9733333333333333,63.333333333333336


DISTILBERT-BASE-UNCASED,VCRUZADAPROCESAMIENTO3,Tiempo,2244.545994758606,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,0.5866666666666666,1.0,0.7399999999999999,36.666666666666664
1,0.3333333333333333,0.023333333333333334,0.04666666666666667,26.666666666666668
accuracy,-,-,0.59,63.333333333333336
macro avg,0.46,0.5133333333333333,0.38999999999999996,63.333333333333336
weighted avg,0.48000000000000004,0.59,0.4466666666666666,63.333333333333336

DCCUCHILE/BERT-BASE-SPANISH-WWM-CASED,VCRUZADAPROCESAMIENTO3,Tiempo,7221.718133449554,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,0.9533333333333333,1.0,0.9733333333333333,36.666666666666664
1,1.0,0.9266666666666667,0.96,26.666666666666668
accuracy,-,-,0.9700000000000001,63.333333333333336
macro avg,0.9766666666666667,0.9633333333333334,0.9666666666666667,63.333333333333336
weighted avg,0.9733333333333333,0.9700000000000001,0.9666666666666667,63.333333333333336


PLANTL-GOB-ES/ROBERTA-BASE-BNE,VCRUZADAPROCESAMIENTO3,Tiempo,5032.490589857101,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,0.94,0.9733333333333333,0.9533333333333333,36.666666666666664
1,0.9666666666666667,0.9,0.9266666666666666,26.666666666666668
accuracy,-,-,0.94,63.333333333333336
macro avg,0.9533333333333333,0.9366666666666666,0.9366666666666666,63.333333333333336
weighted avg,0.9533333333333333,0.94,0.94,63.333333333333336


BERTIN-PROJECT/BERTIN-ROBERTA-BASE-SPANISH,VCRUZADAPROCESAMIENTO3,Tiempo,5013.845260620117,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,0.98,0.9366666666666666,0.96,36.666666666666664
1,0.9233333333333333,0.9733333333333333,0.9466666666666667,26.666666666666668
accuracy,-,-,0.9500000000000001,63.333333333333336
macro avg,0.9533333333333335,0.9566666666666667,0.9500000000000001,63.333333333333336
weighted avg,0.9533333333333333,0.9500000000000001,0.9500000000000001,63.333333333333336


BERT-BASE-MULTILINGUAL-CASED,VCRUZADAPROCESAMIENTO3,Tiempo,7289.187020778656,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,0.8566666666666666,0.9,0.8733333333333334,36.666666666666664
1,0.8000000000000002,0.7533333333333333,0.7633333333333333,26.666666666666668
accuracy,-,-,0.8366666666666666,63.333333333333336
macro avg,0.8333333333333334,0.8266666666666667,0.82,63.333333333333336
weighted avg,0.8333333333333334,0.8366666666666666,0.8266666666666667,63.333333333333336

-----4a

SVM,VCRUZADAPROCESAMIENTO4a,Tiempo,349.559139251709,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,0.9466666666666667,0.9833333333333334,0.9633333333333333,36.666666666666664
1,0.9766666666666667,0.9266666666666667,0.9466666666666667,26.666666666666668
accuracy,-,-,0.9566666666666667,63.333333333333336
macro avg,0.96,0.9499999999999998,0.9566666666666667,63.333333333333336
weighted avg,0.96,0.9566666666666667,0.9566666666666667,63.333333333333336


NAIVE,VCRUZADAPROCESAMIENTO4a,Tiempo,362.44042778015137,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,1.0,0.79,0.8833333333333334,36.666666666666664
1,0.7799999999999999,1.0,0.8766666666666666,26.666666666666668
accuracy,-,-,0.8766666666666666,63.333333333333336
macro avg,0.89,0.8966666666666666,0.8766666666666666,63.333333333333336
weighted avg,0.9066666666666667,0.8766666666666666,0.88,63.333333333333336


DISTILBERT-BASE-UNCASED,VCRUZADAPROCESAMIENTO4a,Tiempo,2559.1892251968384,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,0.9899999999999999,0.9,0.9433333333333334,36.666666666666664
1,0.88,0.9866666666666667,0.93,26.666666666666668
accuracy,-,-,0.9366666666666665,63.333333333333336
macro avg,0.9333333333333332,0.9433333333333334,0.9366666666666665,63.333333333333336
weighted avg,0.9433333333333334,0.9366666666666665,0.9366666666666665,63.333333333333336


DCCUCHILE/BERT-BASE-SPANISH-WWM-CASED,VCRUZADAPROCESAMIENTO4a,Tiempo,7209.92800450325,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,0.8866666666666667,0.8366666666666666,0.86,36.666666666666664
1,0.7933333333333333,0.85,0.82,26.666666666666668
accuracy,-,-,0.8433333333333333,63.333333333333336
macro avg,0.8366666666666666,0.8433333333333333,0.84,63.333333333333336
weighted avg,0.8433333333333333,0.8433333333333333,0.8433333333333333,63.333333333333336


PLANTL-GOB-ES/ROBERTA-BASE-BNE,VCRUZADAPROCESAMIENTO4a,Tiempo,5129.316880702972,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,0.9499999999999998,0.7933333333333333,0.8633333333333333,36.666666666666664
1,0.7666666666666666,0.9366666666666666,0.8433333333333334,26.666666666666668
accuracy,-,-,0.8533333333333334,63.333333333333336
macro avg,0.8566666666666666,0.8633333333333333,0.8533333333333334,63.333333333333336
weighted avg,0.87,0.8533333333333334,0.8533333333333334,63.333333333333336


BERTIN-PROJECT/BERTIN-ROBERTA-BASE-SPANISH,VCRUZADAPROCESAMIENTO4a,Tiempo,5126.048735618591,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,0.9433333333333334,0.88,0.91,36.666666666666664
1,0.85,0.9233333333333333,0.8866666666666667,26.666666666666668
accuracy,-,-,0.8966666666666666,63.333333333333336
macro avg,0.8966666666666666,0.9033333333333333,0.8966666666666666,63.333333333333336
weighted avg,0.9033333333333333,0.8966666666666666,0.9033333333333333,63.333333333333336


BERT-BASE-MULTILINGUAL-CASED,VCRUZADAPROCESAMIENTO4a,Tiempo,7290.594949007034,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,0.8766666666666666,0.9199999999999999,0.88,36.666666666666664
1,0.9133333333333334,0.7666666666666667,0.7833333333333333,26.666666666666668
accuracy,-,-,0.8533333333333334,63.333333333333336
macro avg,0.8933333333333332,0.8433333333333333,0.8333333333333334,63.333333333333336
weighted avg,0.8933333333333332,0.8533333333333334,0.84,63.333333333333336

-----4b

SVM,VCRUZADAPROCESAMIENTO4b,Tiempo,418.4788725376129,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,0.9133333333333334,0.9833333333333334,0.9433333333333334,36.666666666666664
1,0.9766666666666667,0.8633333333333333,0.91,26.666666666666668
accuracy,-,-,0.9333333333333332,63.333333333333336
macro avg,0.9433333333333334,0.9233333333333333,0.9266666666666667,63.333333333333336
weighted avg,0.9400000000000001,0.9333333333333332,0.9333333333333332,63.333333333333336


NAIVE,VCRUZADAPROCESAMIENTO4b,Tiempo,353.0910048484802,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,1.0,0.7999999999999999,0.8866666666666666,36.666666666666664
1,0.79,1.0,0.8833333333333333,26.666666666666668
accuracy,-,-,0.8833333333333333,63.333333333333336
macro avg,0.8966666666666666,0.8999999999999999,0.8833333333333333,63.333333333333336
weighted avg,0.9133333333333334,0.8833333333333333,0.8833333333333333,63.333333333333336


DISTILBERT-BASE-UNCASED,VCRUZADAPROCESAMIENTO4b,Tiempo,2570.555022954941,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,0.9899999999999999,0.8433333333333333,0.9133333333333334,36.666666666666664
1,0.8233333333333333,0.9866666666666667,0.9,26.666666666666668
accuracy,-,-,0.9066666666666667,63.333333333333336
macro avg,0.9066666666666667,0.9166666666666666,0.9033333333333333,63.333333333333336
weighted avg,0.9166666666666666,0.9066666666666667,0.9066666666666667,63.333333333333336


DCCUCHILE/BERT-BASE-SPANISH-WWM-CASED,VCRUZADAPROCESAMIENTO4b,Tiempo,7188.808485984802,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,0.85,0.8666666666666667,0.8566666666666666,36.666666666666664
1,0.81,0.7866666666666667,0.7966666666666667,26.666666666666668
accuracy,-,-,0.8333333333333334,63.333333333333336
macro avg,0.8266666666666667,0.8266666666666667,0.8266666666666667,63.333333333333336
weighted avg,0.8333333333333334,0.8333333333333334,0.8333333333333334,63.333333333333336


PLANTL-GOB-ES/ROBERTA-BASE-BNE,VCRUZADAPROCESAMIENTO4b,Tiempo,5100.20978474617,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,0.92,0.8266666666666667,0.8733333333333334,36.666666666666664
1,0.7933333333333333,0.9,0.8433333333333333,26.666666666666668
accuracy,-,-,0.8566666666666666,63.333333333333336
macro avg,0.8533333333333334,0.8666666666666667,0.8566666666666666,63.333333333333336
weighted avg,0.8666666666666667,0.8566666666666666,0.8566666666666666,63.333333333333336


BERTIN-PROJECT/BERTIN-ROBERTA-BASE-SPANISH,VCRUZADAPROCESAMIENTO4b,Tiempo,5061.293961763382,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,0.9266666666666666,0.7933333333333334,0.8466666666666667,36.666666666666664
1,0.7666666666666666,0.9033333333333333,0.8233333333333334,26.666666666666668
accuracy,-,-,0.8366666666666666,63.333333333333336
macro avg,0.8466666666666667,0.8466666666666667,0.8366666666666666,63.333333333333336
weighted avg,0.86,0.8366666666666666,0.8366666666666666,63.333333333333336


BERT-BASE-MULTILINGUAL-CASED,VCRUZADAPROCESAMIENTO4b,Tiempo,7369.047768831253,K-folds,3,NumTextos,-1
,precision,recall,f1-score,support
0,0.9500000000000001,0.8000000000000002,0.8666666666666667,36.666666666666664
1,0.7733333333333334,0.9400000000000001,0.8466666666666667,26.666666666666668
accuracy,-,-,0.8566666666666666,63.333333333333336
macro avg,0.86,0.87,0.8566666666666666,63.333333333333336
weighted avg,0.8733333333333334,0.8566666666666666,0.8566666666666666,63.333333333333336

